Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Role
1,1,1,1,1,1,1,1,1,1,7,1,1,1,2,1,1,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,5,1,1,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,3,3,AI ML Specialist
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,4,4,AI ML Specialist
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,2,2,AI ML Specialist
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,5,5,AI ML Specialist
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,1,1,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,6,6,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,4,4,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,2,2,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,5,5,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,1,1,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,6,6,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,3,3,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,2,2,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,5,5,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,1,1,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,6,6,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,3,3,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,4,4,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,5,5,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,1,1,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,6,6,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,3,3,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,4,4,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,2,2,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,1,1,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,6,6,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,3,3,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,4,4,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,2,2,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,5,5,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
3,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
4,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
2,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
5,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
1,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
4,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
2,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
5,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
1,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
6,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
3,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
2,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
5,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
1,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
6,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
3,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
4,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
5,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
1,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
6,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
3,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
4,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
2,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
1,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
6,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
3,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
4,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
2,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,3,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,4,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,2,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,5,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,1,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
3,6,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,4,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,2,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,5,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,1,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
4,6,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,3,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,2,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,5,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,1,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
2,6,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,3,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,4,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,5,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,1,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
5,6,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,3,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,4,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,2,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,1,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
1,6,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,3,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,4,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,2,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,5,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,3,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,4,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,2,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,5,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,1,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
3,3,6,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,4,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,2,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,5,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,1,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
4,4,6,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,3,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,2,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,5,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,1,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
2,2,6,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,3,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,4,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,5,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,1,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
5,5,6,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,3,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,4,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,2,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,1,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
1,1,6,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,3,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,4,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,5,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,3,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,4,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,2,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,5,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,1,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
3,3,3,6,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,4,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,2,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,5,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,1,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
4,4,4,6,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,3,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,2,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,5,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,1,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
2,2,2,6,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,3,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,4,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,5,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,1,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
5,5,5,6,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,3,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,4,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,2,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,1,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
1,1,1,6,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,3,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,4,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,2,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,5,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,3,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,4,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,2,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,5,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,1,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
3,3,3,3,6,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,4,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,2,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,5,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,1,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
4,4,4,4,6,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,3,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,2,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,5,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,1,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
2,2,2,2,6,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,3,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,4,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,5,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,1,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
5,5,5,5,6,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,3,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,4,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,2,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,1,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
1,1,1,1,6,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,3,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,4,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,2,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,5,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,3,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,4,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,2,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,5,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,1,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
3,3,3,3,3,6,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,4,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,2,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,5,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,1,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
4,4,4,4,4,6,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,3,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,2,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,5,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,1,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
2,2,2,2,2,6,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,3,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,4,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,5,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,1,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
5,5,5,5,5,6,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,3,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,4,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,2,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,1,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
1,1,1,1,1,6,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,3,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,4,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,5,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,6,3,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,6,4,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,6,2,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,6,5,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,6,1,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
3,3,3,3,3,3,6,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,4,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,2,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,5,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,1,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
4,4,4,4,4,4,6,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,3,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,2,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,5,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,1,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
2,2,2,2,2,2,6,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,3,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,4,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,5,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,1,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
5,5,5,5,5,5,6,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,3,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,4,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,2,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,1,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
1,1,1,1,1,1,6,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,1,3,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,1,4,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,1,2,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,1,5,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,AI ML Specialist
6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,6,6,3,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,6,6,4,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,6,6,2,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,6,6,5,6,6,7,6,6,6,6,6,6,AI ML Specialist
6,6,6,6,6,6,6,1,6,6,7,6,6,6,6,6,6,AI ML Specialist
3,3,3,3,3,3,3,6,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,3,4,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,3,2,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,3,5,3,3,7,3,3,3,3,3,3,AI ML Specialist
3,3,3,3,3,3,3,1,3,3,7,3,3,3,3,3,3,AI ML Specialist
4,4,4,4,4,4,4,6,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,4,3,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,4,2,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,4,5,4,4,7,4,4,4,4,4,4,AI ML Specialist
4,4,4,4,4,4,4,1,4,4,7,4,4,4,4,4,4,AI ML Specialist
2,2,2,2,2,2,2,6,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,2,3,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,2,4,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,2,5,2,2,7,2,2,2,2,2,2,AI ML Specialist
2,2,2,2,2,2,2,1,2,2,7,2,2,2,2,2,2,AI ML Specialist
5,5,5,5,5,5,5,6,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,5,3,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,5,4,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,5,2,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,AI ML Specialist
5,5,5,5,5,5,5,1,5,5,7,5,5,5,5,5,5,AI ML Specialist
1,1,1,1,1,1,1,6,1,1,7,1,1,1,1,1,1,AI ML Specialist
